SeqID	Taxonomy
UDB03544610|SH1309764.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hymenogastraceae;g__Hymenogaster;s__Hymenogaster_sp
GU479318|SH1375867.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hymenogastraceae;g__Hymenogaster;s__Hymenogaster_luteus
UDB03536120|SH1375879.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hymenogastraceae;g__Hymenogaster;s__Hymenogaster_sp
UDB032944|SH1376018.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hymenogastraceae;g__Hymenogaster;s__Hymenogaster_megasporus
GU479242|SH1376252.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hymenogastraceae;g__Hymenogaster;s__Hymenogaster_huthii
UDB0400916|SH1376351.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hymenogastraceae;g__Hymenogaster;s__Hymenogaster_griseus
KJ832056|SH1082711.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hymenogastraceae;g__Psilocybe;s__Psilocybe_sp
MW084657|SH1212868.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hymenogastraceae;g__Phaeocollybia;s__Phaeocollybia_gregaria
UDB07675005|SH1212886.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hymenogastraceae;g__Phaeocollybia;s__Phaeocollybia_jennyae
ON259071|SH1212887.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hymenogastraceae;g__Phaeocollybia;s__Phaeocollybia_olivacea
UDB05201338|SH1074991.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Porotheleaceae;g__Porotheleaceae_gen_Incertae_sedis;s__Porotheleaceae_sp
KY744182|SH1202547.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Psathyrellaceae_gen_Incertae_sedis;s__Psathyrellaceae_sp
OM747665|SH1202689.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Psathyrellaceae_gen_Incertae_sedis;s__Psathyrellaceae_sp
UDB016257|SH1210626.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Porotheleaceae;g__Phloeomana;s__Phloeomana_speirea
UDB05201392|SH1294942.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Porotheleaceae;g__Porotheleaceae_gen_Incertae_sedis;s__Porotheleaceae_sp
UDB05273079|SH1301828.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinopsis;s__Coprinopsis_sp
OQ676559|SH1305380.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Porotheleaceae;g__Hydropodia;s__Hydropodia_silvae-nipponicae
UDB05202157|SH1342405.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Porotheleaceae;g__Porotheleaceae_gen_Incertae_sedis;s__Porotheleaceae_sp
ON943334|SH1379509.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Porotheleaceae;g__Phloeomana;s__Phloeomana_sp
ON943302|SH1379525.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Porotheleaceae;g__Phloeomana;s__Phloeomana_sp
MH856815|SH1387022.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Psathyrellaceae_gen_Incertae_sedis;s__Psathyrellaceae_sp
UDB05268937|SH1387062.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Candolleomyces;s__Candolleomyces_candolleanus
JQ247378|SH1387071.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Psathyrellaceae_gen_Incertae_sedis;s__Psathyrellaceae_sp
UDB04160686|SH1387102.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Psathyrellaceae_gen_Incertae_sedis;s__Psathyrellaceae_sp
UDB0802065|SH1387114.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Psathyrellaceae_gen_Incertae_sedis;s__Psathyrellaceae_sp
MH856810|SH1387183.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Psathyrellaceae_gen_Incertae_sedis;s__Psathyrellaceae_sp
KF800637|SH1387393.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Candolleomyces;s__Candolleomyces_sp
AF345813|SH1387404.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Psathyrellaceae_gen_Incertae_sedis;s__Psathyrellaceae_sp
UDB05203501|SH1393296.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Porotheleaceae;g__Porotheleum;s__Porotheleum_domingense
UDB0909846|SH1393302.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Porotheleaceae;g__Porotheleum;s__Porotheleum_sp
GQ165656|SH1212892.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hymenogastraceae;g__Phaeocollybia;s__Phaeocollybia_lilacifolia
MF957117|SH1212894.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hymenogastraceae;g__Phaeocollybia;s__Phaeocollybia_gregaria
GQ165622|SH1212895.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hymenogastraceae;g__Phaeocollybia;s__Phaeocollybia_ammiratii
GQ165634|SH1212897.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hymenogastraceae;g__Phaeocollybia;s__Phaeocollybia_attenuata
EU697255|SH1212900.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hymenogastraceae;g__Phaeocollybia;s__Phaeocollybia_pseudofestiva
GQ165689|SH1212901.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hymenogastraceae;g__Phaeocollybia;s__Phaeocollybia_pleurocystidiata
KX574495|SH1212903.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hymenogastraceae;g__Phaeocollybia;s__Phaeocollybia_chefensis
MZ352098|SH1212907.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hymenogastraceae;g__Phaeocollybia;s__Phaeocollybia_redheadii
ON259070|SH1212908.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hymenogastraceae;g__Phaeocollybia;s__Phaeocollybia_fallax
UDB037616|SH1212910.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hymenogastraceae;g__Phaeocollybia;s__Phaeocollybia_cidaris
OQ621609|SH1212914.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hymenogastraceae;g__Phaeocollybia;s__Phaeocollybia_fallax
KJ450905|SH1212915.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hymenogastraceae;g__Phaeocollybia;s__Phaeocollybia_benzokauffmanii
JN102513|SH1212916.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hymenogastraceae;g__Phaeocollybia;s__Phaeocollybia_fallax
KC669290|SH1241845.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hymenogastraceae;g__Psilocybe;s__Psilocybe_mescaleroensis
AB257586|SH1375853.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hymenogastraceae;g__Psilocybe;s__Psilocybe_samuiensis
MK942685|SH1376281.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hymenogastraceae;g__Psilocybe;s__Psilocybe_angulospora
KC669282|SH1376301.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hymenogastraceae;g__Psilocybe;s__Psilocybe_caerulipes
OQ359124|SH1376304.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hymenogastraceae;g__Psilocybe;s__Psilocybe_sp
UDB04458744|SH1079933.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Crepidotaceae;g__Crepidotus;s__Crepidotus_sp
UDB04458685|SH1079934.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Crepidotaceae;g__Crepidotus;s__Crepidotus_sp
UDB04459125|SH1079940.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Crepidotaceae;g__Crepidotus;s__Crepidotus_sp
UDB04458267|SH1212033.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Crepidotaceae;g__Crepidotaceae_gen_Incertae_sedis;s__Crepidotaceae_sp
OQ450406|SH1212036.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Crepidotaceae;g__Crepidotaceae_gen_Incertae_sedis;s__Crepidotaceae_sp
KT934412|SH1212039.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Crepidotaceae;g__Crepidotaceae_gen_Incertae_sedis;s__Crepidotaceae_sp
OR271979|SH1214871.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Crepidotaceae;g__Crepidotus;s__Crepidotus_sp
UDB04458294|SH1214872.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Crepidotaceae;g__Crepidotaceae_gen_Incertae_sedis;s__Crepidotaceae_sp
UDB0739563|SH1214876.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Crepidotaceae;g__Crepidotus;s__Crepidotus_sp
JN113589|SH1220609.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Crepidotaceae;g__Crepidotus;s__Crepidotus_sp
OP749360|SH1231362.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Crepidotaceae;g__Crepidotus;s__Crepidotus_sp
HQ533046|SH1254308.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Crepidotaceae;g__Crepidotaceae_gen_Incertae_sedis;s__Crepidotaceae_sp
MZ997043|SH1287459.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Crepidotaceae;g__Crepidotus;s__Crepidotus_sp
AM882996|SH1287467.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Crepidotaceae;g__Crepidotaceae_gen_Incertae_sedis;s__Crepidotaceae_sp
PP047592|SH1297973.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Crepidotaceae;g__Crepidotus;s__Crepidotus_sp
MW080327|SH1297977.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Crepidotaceae;g__Crepidotus;s__Crepidotus_sp
UDB04458366|SH1326566.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Crepidotaceae;g__Crepidotus;s__Crepidotus_sp
OQ871766|SH1375825.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hymenogastraceae;g__Psilocybe;s__Psilocybe_heimii
UDB05265805|SH1375909.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hymenogastraceae;g__Psathyloma;s__Psathyloma_sp
OM658335|SH1376306.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hymenogastraceae;g__Psilocybe;s__Psilocybe_hoogshagenii
OR827603|SH1190587.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Crepidotaceae;g__Crepidotus;s__Crepidotus_indicus
FM163178|SH1386950.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus;s__Coprinellus_impatiens
JN159515|SH1386986.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus;s__Coprinellus_plagioporus
UDB04166689|SH1387013.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus;s__Coprinellus_sp
LR993444|SH1387046.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus;s__Coprinellus_sp
UDB0373218|SH1387077.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus;s__Coprinellus_deminutus
UDB04154478|SH1387083.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus;s__Coprinellus_sp
KP724994|SH1387084.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus;s__Coprinellus_curtus
KC176321|SH1387140.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus;s__Coprinellus_heptemerus
MK843950|SH1387171.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus;s__Coprinellus_disseminatus
OL355008|SH1387212.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus;s__Coprinellus_disseminatus
UDB04161278|SH1387244.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus;s__Coprinellus_sp
KM066582|SH1387296.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus;s__Coprinellus_bipellis
UDB04151859|SH1387298.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus;s__Coprinellus_sp
UDB04161274|SH1387307.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus;s__Coprinellus_sp
UDB0674306|SH1387341.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus;s__Coprinellus_sp
UDB04152646|SH1387369.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus;s__Coprinellus_sp
OR859387|SH1387400.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus;s__Coprinellus_disseminatus
KU885433|SH1229641.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_cistophilus
KC791081|SH1229645.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_argillaceifolius
MH910553|SH1332972.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_chrysorrheus
KY684134|SH1332977.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_aurantiosordidus
FJ348705|SH1333037.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_badiopallescens
UDB000835|SH1333101.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_aquizonatus
UDB011470|SH1333208.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_chrysorrheus
UDB002381|SH1333237.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_deliciosus
KJ769667|SH1333328.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_deliciosus
LC315866|SH1204299.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_oomsisiensis
UDB02547295|SH1204310.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_romagnesii
KF386751|SH1204349.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_fuliginosus
MW669879|SH1204401.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_oomsisiensis
UDB000388|SH1204408.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_picinus
KC152157|SH1273497.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_fuscomarginatus
UDB02567465|SH1332770.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_mairei
MW412397|SH1332869.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_pseudomucidus
UDB039648|SH1332884.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_nanus
OM473839|SH1332902.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_evosmus
UDB016019|SH1332913.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_nanus
AY332549|SH1332921.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_sanguifluus
PP086559|SH1332967.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_pubescens
AY336952|SH1332973.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_mairei
UDB011683|SH1333006.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_trivialis
UDB02553878|SH1333011.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_ilicis
MH984916|SH1333068.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_hatsudake
KT875046|SH1333090.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_vinaceorufescens
EF685068|SH1333120.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_subindigo
KF432982|SH1333227.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_lacunarum
MH984951|SH1204348.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_aurantiozonatus
MW669862|SH1204410.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_ferruginascens
MK351976|SH1229621.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_resinosus
MH985006|SH1229643.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_cyaneocinereus
MZ338143|SH1332760.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_fulvihirtipes
KF433003|SH1332780.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_inconspicuus
MF508935|SH1332784.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_subbrevipes
KJ742408|SH1332796.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_olivaceoglutinus
KT165283|SH1332833.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_lachungensis
ON129243|SH1332933.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_maculatipes
MT024035|SH1332960.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_dombangensis
MT237509|SH1332976.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_colorascens
FJ013077|SH1332995.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_pseudoscrobiculatus
OR897883|SH1333010.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_rufulus
MK253506|SH1333085.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_orientitorminosus
MF508922|SH1333107.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_angustizonatus
MG383658|SH1333141.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_pallido-ochraceus
MH984923|SH1333222.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_alutaceus
MK253520|SH1333274.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_tuberculatus
UDB02479476|SH1393146.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_saponaceus
MN651969|SH1198646.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Crepidotaceae;g__Crepidotus;s__Crepidotus_variabilis
UDB03759446|SH1214877.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Crepidotaceae;g__Pellidiscus;s__Pellidiscus_pallidus
UDB023497|SH1231364.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Crepidotaceae;g__Crepidotus;s__Crepidotus_crocophyllus
KF680280|SH1231368.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Crepidotaceae;g__Crepidotus;s__Crepidotus_crocophyllus
KF154019|SH1234336.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Crepidotaceae;g__Crepidotus;s__Crepidotus_malachioides
UDB04458406|SH1234337.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Crepidotaceae;g__Crepidotus;s__Crepidotus_brunnescens
KY827297|SH1234342.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Crepidotaceae;g__Crepidotus;s__Crepidotus_trulliformis
OR825566|SH1236740.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Crepidotaceae;g__Crepidotus;s__Crepidotus_albissimus
ON033065|SH1240736.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Crepidotaceae;g__Crepidotus;s__Crepidotus_cinnabarinus
UDB02049787|SH1287672.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Crepidotaceae;g__Neopaxillus;s__Neopaxillus_sp
OQ540552|SH1291207.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Crepidotaceae;g__Pleuroflammula;s__Pleuroflammula_sp
MH409983|SH1296513.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Crepidotaceae;g__Crepidotus;s__Crepidotus_praecipuus
MT055895|SH1297968.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Crepidotaceae;g__Crepidotus;s__Crepidotus_neotrichocystis
KY827319|SH1326558.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Crepidotaceae;g__Crepidotus;s__Crepidotus_rufidulus
FJ596802|SH1326561.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Crepidotaceae;g__Crepidotus;s__Crepidotus_conchatus
OM832545|SH1326568.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Crepidotaceae;g__Crepidotus;s__Crepidotus_malachius
OL352389|SH1077296.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Pseudoclitocybaceae;g__Bonomyces;s__Bonomyces_pseudoarnoldii
HQ021775|SH1149675.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactifluus;s__Lactifluus_sp
UDB02629759|SH1149689.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactifluus;s__Lactifluus_sp
MN102697|SH1201853.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactifluus;s__Lactifluus_sp
OL423569|SH1201857.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactifluus;s__Lactifluus_sp
MW134811|SH1201876.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactifluus;s__Lactifluus_sp
MW134816|SH1201888.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactifluus;s__Lactifluus_sp
UDB02649741|SH1201896.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactifluus;s__Lactifluus_sp
OQ653078|SH1201900.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactifluus;s__Lactifluus_sp
UDB02660189|SH1201912.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactifluus;s__Lactifluus_sp
